Date,Customer,Material,Quantity,MixType,Rate,Total_INR,Year
2024-04-20,Meghana,40mm,3.25,DryMix,2257.28,7325.63,2024
2023-05-10,Naresh,6mm,1.61,WetMix,1751.86,2824.92,2023
2024-03-01,Prasad Reddy,6mm,11.25,WetMix,1833.6,20622.6,2024
2023-10-09,Prasad Reddy,Dust,6.97,WetMix,1321.14,9210.61,2023
2023-07-25,Ashok,40mm,4.67,DryMix,1952.42,9115.2,2023
2022-04-18,Suresh,20mm,11.59,DryMix,3102.13,35943.29,2022
2020-12-20,Ashok,Dust,1.37,WetMix,1311.96,1798.05,2020
2021-01-30,Naresh,Dust,9.95,WetMix,1277.18,12705.35,2021
2024-07-26,Naresh,20mm,4.13,DryMix,2906.38,12016.15,2024
2023-08-21,Suresh,12mm,3.01,WetMix,1411.48,4246.05,2023
2022-10-14,Ashok,12mm,7.81,WetMix,1355.93,10587.56,2022
2023-12-03,Prasad Reddy,6mm,5.26,WetMix,1472.02,7747.74,2023
2022-11-12,Meghana,Dust,1.48,WetMix,1425.69,2116.06,2022
2023-12-09,Suresh,40mm,4.12,DryMix,2162.41,8914.88,2023
2021-07-18,Ashok,40mm,2.36,DryMix,2024.1,4781.41,2021
2021-02-09,Ashok,40mm,10.78,DryMix,1743.07,18796.66,2021
2022-04-13,Meghana,6mm,2.36,WetMix,1355.4,3202.68,2022
2020-12-16,Talangeni,6mm,3.74,WetMix,1298.19,4854.86,2020
2024-02-29,Prasad Reddy,6mm,9.68,WetMix,1652.22,15988.36,2024
2022-03-02,RK Traders,12mm,13.28,WetMix,1253.18,16644.79,2022
2022-04-24,Prasad Reddy,6mm,7.58,WetMix,1430.7,10839.77,2022
2023-10-13,RK Traders,12mm,4.98,WetMix,1377.17,6863.04,2023
2023-12-10,Ashok,20mm,3.57,DryMix,3055.7,10922.76,2023
2022-04-07,Suresh,12mm,11.84,WetMix,1255.55,14868.65,2022
2020-04-20,Ashok,Dust,13.82,WetMix,1310.93,18121.86,2020
2021-08-10,Ashok,Dust,1.2,WetMix,1387.61,1661.54,2021
2021-08-28,Meghana,20mm,5.13,DryMix,2651.18,13587.45,2021
2024-02-29,Meghana,12mm,5.24,WetMix,1667.3,8738.18,2024
2020-03-06,Prasad Reddy,Dust,2.84,WetMix,1255.79,3560.94,2020
2023-04-06,RK Traders,20mm,10.28,DryMix,2914.5,29963.99,2023
2022-06-04,Meghana,12mm,8.24,WetMix,1274.08,10497.56,2022
2022-07-14,Ashok,40mm,2.53,DryMix,2117.73,5354.35,2022
2020-03-18,Prasad Reddy,12mm,6.26,WetMix,1163.08,7280.23,2020
2023-11-24,Suresh,Dust,9.39,WetMix,1424.58,13382.26,2023
2021-11-11,Naresh,Dust,6.58,WetMix,1318.4,8670.6,2021
2020-07-12,RK Traders,6mm,4.51,WetMix,1402.9,6329.46,2020
2024-08-07,Talangeni,40mm,5.53,DryMix,2142.06,11839.04,2024
2024-04-05,Meghana,40mm,6.12,DryMix,2091.82,12793.24,2024
2024-09-03,Ashok,6mm,6.76,WetMix,1703.69,11519.04,2024
2024-05-26,RK Traders,Dust,5.61,WetMix,1656.44,9286.65,2024
2022-01-30,Meghana,20mm,2.54,DryMix,2723.87,6924.57,2022
2023-06-18,Naresh,12mm,3.68,WetMix,1351.26,4970.83,2023
2021-08-20,Talangeni,40mm,5.64,DryMix,1761.45,9926.29,2021
2022-09-25,Suresh,Dust,3.8,WetMix,1306.93,4963.08,2022
2020-10-06,RK Traders,Dust,4.4,WetMix,1223.03,5378.61,2020
2022-11-12,Naresh,Dust,3.45,WetMix,1389.41,4790.14,2022
2022-07-19,Talangeni,Dust,4.99,WetMix,1331.78,6644.71,2022
2022-11-27,RK Traders,6mm,8.22,WetMix,1579.05,12974.84,2022
2024-11-30,RK Traders,6mm,1.88,WetMix,1572.26,2950.62,2024
2023-03-22,Suresh,40mm,5.92,DryMix,2303.33,13635.94,2023
2024-01-06,Naresh,12mm,9.05,WetMix,1426.68,12909.7,2024
2021-09-25,Meghana,40mm,3.11,DryMix,2061.3,6402.7,2021
2022-08-24,Prasad Reddy,40mm,3.06,DryMix,2077.46,6360.89,2022
2021-06-20,RK Traders,12mm,7.81,WetMix,1400.2,10932.91,2021
2023-09-30,Meghana,12mm,3.58,WetMix,1390.94,4973.96,2023
2022-04-01,Meghana,6mm,9.48,WetMix,1360.41,12902.02,2022
2022-07-21,Prasad Reddy,6mm,3.77,WetMix,1359.38,5130.09,2022
2023-07-06,Ashok,20mm,3.25,DryMix,2754.01,8937.74,2023
2024-03-13,Naresh,20mm,8.21,DryMix,3013.35,24748.48,2024
2023-10-01,Meghana,20mm,5.92,DryMix,2752.76,16290.37,2023
2024-03-03,Naresh,20mm,4.67,DryMix,3358.55,15700.83,2024
2024-09-02,Meghana,6mm,1.89,WetMix,1725.6,3266.96,2024
2022-06-22,RK Traders,12mm,3.8,WetMix,1402.92,5330.58,2022
2023-08-14,RK Traders,40mm,3.63,DryMix,2255.97,8179.28,2023
2022-10-23,Ashok,40mm,7.71,DryMix,2010.21,15498.57,2022
2023-03-19,Meghana,40mm,2.04,DryMix,1932.51,3951.88,2023
2024-05-11,Ashok,20mm,12.99,DryMix,2919.76,37915.28,2024
2024-02-01,Meghana,20mm,7.4,DryMix,3208.24,23735.31,2024
2020-07-02,Talangeni,20mm,4.68,DryMix,2333.57,10929.49,2020
2022-04-26,Prasad Reddy,20mm,9.36,DryMix,2748.71,25736.46,2022
2021-12-10,Suresh,Dust,5.58,WetMix,1348.03,7519.24,2021
2024-07-27,Meghana,40mm,1.4,DryMix,2067.9,2891.32,2024
2022-11-19,Naresh,12mm,1.61,WetMix,1390.59,2242.24,2022
2022-10-09,Meghana,6mm,7.46,WetMix,1579.56,11781.3,2022
2024-08-05,RK Traders,12mm,5.1,WetMix,1475.29,7521.51,2024
2022-11-10,Prasad Reddy,20mm,6.61,DryMix,2616.48,17282.08,2022
2021-02-24,Meghana,Dust,1.5,WetMix,1378.93,2068.53,2021
2024-07-06,Prasad Reddy,Dust,2.6,WetMix,1674.37,4353.9,2024
2022-08-16,Ashok,6mm,1.74,WetMix,1503.17,2619.59,2022
2022-04-02,Naresh,Dust,9.24,WetMix,1400.29,12932.86,2022
2023-12-17,RK Traders,Dust,7.57,WetMix,1428.43,10820.09,2023
2022-03-11,Ashok,Dust,2.82,WetMix,1509.42,4263.88,2022
2022-01-08,Ashok,12mm,1.5,WetMix,1294.41,1941.49,2022
2022-06-23,Prasad Reddy,Dust,4.49,WetMix,1391.52,6243.97,2022
2021-06-27,Talangeni,12mm,3.43,WetMix,1372.7,4713.82,2021
2020-05-15,Suresh,Dust,7.93,WetMix,1154.71,9153.66,2020
2024-10-21,Meghana,Dust,4.4,WetMix,1649.08,7261.62,2024
2020-03-11,Talangeni,20mm,8.56,DryMix,2526.92,21629.9,2020
2022-07-26,Prasad Reddy,Dust,1.88,WetMix,1330.02,2503.24,2022
2022-10-03,Naresh,Dust,6.63,WetMix,1405.25,9319.99,2022
2023-05-09,Naresh,6mm,4.12,WetMix,1544.4,6360.51,2023
2023-07-05,RK Traders,12mm,1.72,WetMix,1470.53,2522.72,2023
2021-12-05,Talangeni,6mm,2.93,WetMix,1385.21,4053.23,2021
2023-10-06,Ashok,6mm,2.15,WetMix,1677.66,3610.6,2023
2024-06-24,Naresh,6mm,4.32,WetMix,1791.32,7729.69,2024
2022-11-17,RK Traders,Dust,2.76,WetMix,1278.57,3524.51,2022
2023-05-04,RK Traders,12mm,9.45,WetMix,1586.25,14989.93,2023
2021-05-26,Talangeni,Dust,9.68,WetMix,1315.19,12731.34,2021
2021-04-07,Suresh,6mm,12.49,WetMix,1463.95,18279.54,2021
2023-06-26,Meghana,20mm,7.38,DryMix,3179.33,23465.84,2023
2022-12-06,Prasad Reddy,40mm,5.45,DryMix,1974.11,10765.34,2022
2024-01-04,RK Traders,12mm,7.5,WetMix,1471.73,11040.03,2024
2022-04-23,Prasad Reddy,40mm,9.71,DryMix,2204.07,21411.92,2022
2023-04-05,Talangeni,40mm,8.59,DryMix,2276.3,19556.99,2023
2023-10-12,RK Traders,Dust,5.93,WetMix,1444.22,8564.07,2023
2022-11-15,Talangeni,6mm,6.97,WetMix,1604.88,11185.62,2022
2020-01-17,Meghana,6mm,6.37,WetMix,1305.32,8316.65,2020
2024-05-25,Meghana,12mm,2.73,WetMix,1598.85,4360.9,2024
2020-08-27,Naresh,20mm,0.95,DryMix,2613.85,2492.93,2020
2020-07-17,Ashok,40mm,4.46,DryMix,1737.87,7759.02,2020
2020-10-26,Prasad Reddy,20mm,2.96,DryMix,2727.17,8065.41,2020
2023-09-27,Prasad Reddy,20mm,4.88,DryMix,2785.43,13580.31,2023
2022-02-14,Suresh,20mm,3.01,DryMix,3020.25,9090.69,2022
2022-10-10,Talangeni,Dust,3.26,WetMix,1276.85,4168.2,2022
2023-08-20,Suresh,6mm,0.85,WetMix,1460.3,1238.28,2023
2023-12-06,RK Traders,20mm,5.32,DryMix,2834.04,15087.74,2023
2024-11-27,Ashok,20mm,4.73,DryMix,2921.6,13823.72,2024
2024-08-09,Naresh,12mm,1.19,WetMix,1585.82,1885.25,2024
2021-03-06,Prasad Reddy,40mm,10.83,DryMix,2048.99,22199.1,2021
2023-12-04,RK Traders,20mm,4.23,DryMix,3072.48,12983.13,2023
2020-03-22,Prasad Reddy,12mm,16.28,WetMix,1102.77,17948.95,2020
2022-10-30,Talangeni,40mm,8.13,DryMix,1872.19,15212.9,2022
2020-07-11,RK Traders,20mm,0.73,DryMix,2526.42,1837.7,2020
2023-12-01,Talangeni,40mm,2.97,DryMix,2071.76,6153.24,2023
2022-06-14,RK Traders,40mm,2.92,DryMix,1895.95,5530.79,2022
2024-09-21,RK Traders,40mm,8.55,DryMix,2047.56,17502.24,2024
2020-11-07,Naresh,6mm,9.39,WetMix,1192.87,11202.83,2020
2023-10-23,Suresh,20mm,5.36,DryMix,2731.8,14634.93,2023
2020-07-20,RK Traders,12mm,1.39,WetMix,1236.32,1718.41,2020
2022-03-08,Suresh,12mm,8.6,WetMix,1308.71,11260.76,2022
2024-06-08,Meghana,20mm,5.14,DryMix,2910.63,14946.37,2024
2023-02-01,Prasad Reddy,6mm,6.3,WetMix,1691.53,10664.53,2023
2021-12-05,Prasad Reddy,6mm,2.77,WetMix,1539.04,4270.13,2021
2024-10-25,Meghana,20mm,0.97,DryMix,3373.72,3262.9,2024
2021-09-02,RK Traders,6mm,2.67,WetMix,1495.5,3986.09,2021
2020-04-04,Suresh,12mm,10.19,WetMix,1300.07,13249.6,2020
2023-12-03,Talangeni,12mm,1.14,WetMix,1370.69,1567.19,2023
2022-11-10,Meghana,12mm,4.89,WetMix,1370.49,6702.18,2022
2021-07-29,Naresh,6mm,1.6,WetMix,1460.89,2343.7,2021
2023-02-19,Meghana,Dust,6.54,WetMix,1522.43,9960.48,2023
2022-08-06,Talangeni,40mm,4.07,DryMix,2044.6,8331.72,2022
2024-04-15,Naresh,Dust,12.3,WetMix,1509.27,18556.61,2024
2020-07-12,Suresh,Dust,2.62,WetMix,1166.74,3054.6,2020
2021-11-05,Meghana,6mm,6.17,WetMix,1539.2,9490.08,2021
2023-05-31,Suresh,6mm,7.76,WetMix,1501.91,11662.06,2023
2021-05-30,Naresh,12mm,2.97,WetMix,1400.75,4154.76,2021
2021-08-14,Meghana,12mm,2.45,WetMix,1285.85,3148.73,2021
2020-10-27,Meghana,20mm,3.05,DryMix,2512.13,7651.2,2020
2023-11-29,Suresh,40mm,5.85,DryMix,2025.43,11841.05,2023
2021-02-01,Ashok,20mm,4.52,DryMix,2710.82,12261.9,2021
2024-03-30,Talangeni,Dust,12.53,WetMix,1518.35,19030.87,2024
2023-06-18,Suresh,40mm,9.4,DryMix,1971.5,18522.9,2023
2024-12-03,Talangeni,12mm,1.36,WetMix,1670.5,2277.36,2024
2024-05-04,Prasad Reddy,6mm,2.72,WetMix,1810.35,4917.39,2024
2023-07-08,Naresh,6mm,5.13,WetMix,1470.91,7543.43,2023
2022-11-25,Meghana,40mm,3.72,DryMix,2186.79,8137.48,2022
2022-09-11,Talangeni,20mm,10.6,DryMix,2613.91,27718.36,2022
2021-05-13,Suresh,12mm,12.56,WetMix,1321.43,16590.62,2021
2023-08-22,Talangeni,12mm,3.67,WetMix,1487.48,5459.8,2023
2022-09-20,Suresh,12mm,5.25,WetMix,1314.4,6905.02,2022
2022-12-03,Meghana,40mm,1.59,DryMix,2191.79,3476.79,2022
2022-11-07,Naresh,6mm,6.55,WetMix,1470.88,9633.46,2022
2024-02-04,RK Traders,40mm,6.47,DryMix,2368.11,15327.03,2024
2024-10-26,Suresh,12mm,9.5,WetMix,1406.94,13362.24,2024
2020-06-06,Meghana,12mm,4.99,WetMix,1282.27,6400.63,2020
2022-01-17,Prasad Reddy,20mm,3.22,DryMix,2602.72,8388.81,2022
2022-12-30,Naresh,20mm,6.28,DryMix,2858.2,17951.68,2022
2022-09-09,RK Traders,Dust,3.7,WetMix,1377.95,5103.46,2022
2020-10-23,Ashok,Dust,8.73,WetMix,1189.31,10381.19,2020
2021-03-14,Suresh,40mm,4.11,DryMix,1940.19,7972.04,2021
2024-03-14,Naresh,12mm,3.21,WetMix,1405.97,4510.07,2024
2020-07-17,Talangeni,Dust,3.03,WetMix,1244.61,3765.12,2020
2024-03-17,Ashok,12mm,12.85,WetMix,1390.19,17859.12,2024
2020-06-25,Naresh,12mm,7.6,WetMix,1301.57,9894.12,2020
2020-08-14,RK Traders,40mm,2.43,DryMix,1888.0,4586.92,2020
2024-03-23,Suresh,40mm,14.61,DryMix,2114.05,30885.31,2024
2023-05-28,RK Traders,12mm,10.95,WetMix,1312.69,14376.63,2023
2020-12-31,Naresh,20mm,8.42,DryMix,2733.0,23014.9,2020
2024-07-23,Naresh,40mm,6.16,DryMix,2053.71,12654.49,2024
2022-06-29,Naresh,40mm,3.45,DryMix,1946.24,6711.42,2022
2023-06-01,RK Traders,20mm,9.69,DryMix,2771.41,26845.06,2023
2024-07-22,Suresh,40mm,3.47,DryMix,2343.99,8128.45,2024
2023-06-05,Talangeni,12mm,7.86,WetMix,1421.45,11176.83,2023
2024-01-13,Meghana,40mm,2.63,DryMix,2198.21,5771.78,2024
2024-09-09,Talangeni,Dust,4.85,WetMix,1437.44,6976.54,2024
2021-04-11,RK Traders,20mm,7.2,DryMix,2803.48,20195.55,2021
2022-10-02,RK Traders,40mm,7.62,DryMix,1932.95,14724.08,2022
2023-12-14,Suresh,20mm,3.92,DryMix,3254.11,12741.29,2023
2023-01-23,Ashok,Dust,9.72,WetMix,1330.29,12928.73,2023
2022-12-28,Naresh,6mm,8.45,WetMix,1539.3,13005.94,2022
2024-02-16,Prasad Reddy,20mm,7.31,DryMix,3414.84,24946.32,2024
2023-10-26,Naresh,6mm,5.84,WetMix,1722.02,10051.09,2023
2023-08-29,Prasad Reddy,Dust,2.26,WetMix,1490.82,3367.2,2023
2021-11-01,Ashok,40mm,9.51,DryMix,1747.83,16623.41,2021
2020-03-02,Talangeni,40mm,8.67,DryMix,1709.66,14821.47,2020
2023-10-04,Prasad Reddy,12mm,9.33,WetMix,1380.47,12886.2,2023
2023-06-24,Suresh,Dust,4.22,WetMix,1590.38,6706.91,2023
2024-05-01,Ashok,12mm,15.13,WetMix,1395.3,21108.92,2024
2020-09-08,Suresh,40mm,9.46,DryMix,1595.96,15104.53,2020
2021-08-13,Prasad Reddy,20mm,0.64,DryMix,2852.15,1828.64,2021
2024-05-17,Ashok,20mm,7.91,DryMix,2890.03,22857.52,2024
2022-11-01,RK Traders,6mm,7.0,WetMix,1434.78,10043.22,2022
2020-06-20,RK Traders,Dust,5.85,WetMix,1276.63,7465.53,2020
2021-07-17,Prasad Reddy,6mm,4.57,WetMix,1375.22,6285.68,2021
2022-05-25,Prasad Reddy,6mm,3.58,WetMix,1586.89,5677.91,2022
2022-05-14,Suresh,12mm,11.16,WetMix,1267.69,14141.55,2022
2023-05-18,Talangeni,12mm,7.27,WetMix,1437.29,10455.77,2023
2020-01-05,Prasad Reddy,12mm,1.71,WetMix,1261.19,2160.94,2020
2024-10-31,Meghana,6mm,7.54,WetMix,1537.05,11591.89,2024
2021-05-12,Suresh,20mm,8.66,DryMix,2586.59,22404.2,2021
2020-08-06,Suresh,20mm,2.39,DryMix,2705.8,6471.55,2020
2023-05-26,Meghana,12mm,1.59,WetMix,1537.69,2438.09,2023
2020-12-04,Ashok,20mm,9.04,DryMix,2315.66,20931.2,2020
2023-12-13,Ashok,6mm,6.72,WetMix,1559.39,10481.37,2023
2024-11-16,Suresh,Dust,5.59,WetMix,1674.23,9354.81,2024
2022-07-12,Suresh,20mm,4.36,DryMix,2987.75,13013.47,2022
2023-03-11,Ashok,40mm,11.37,DryMix,2050.6,23324.51,2023
2020-01-08,Meghana,6mm,10.9,WetMix,1203.76,13115.22,2020
2022-06-30,Meghana,Dust,10.02,WetMix,1338.85,13413.09,2022
2021-04-27,Naresh,6mm,1.78,WetMix,1450.27,2578.35,2021
2023-10-25,Naresh,20mm,1.35,DryMix,2849.24,3852.57,2023
2022-08-22,Prasad Reddy,Dust,5.36,WetMix,1289.03,6903.66,2022
2022-04-04,Suresh,6mm,15.62,WetMix,1388.88,21689.4,2022
2024-10-05,Suresh,40mm,1.13,DryMix,2313.28,2620.96,2024
2021-01-16,Meghana,6mm,8.87,WetMix,1452.95,12880.5,2021
2021-08-12,Meghana,20mm,4.29,DryMix,2870.88,12329.26,2021
2021-03-01,Suresh,Dust,14.19,WetMix,1245.48,17672.36,2021
2022-04-03,Ashok,12mm,13.5,WetMix,1441.05,19448.38,2022
2021-09-16,Ashok,6mm,5.05,WetMix,1460.64,7377.73,2021
2023-04-10,Meghana,40mm,11.8,DryMix,2249.75,26547.59,2023
2023-07-19,Naresh,Dust,2.92,WetMix,1425.4,4164.73,2023
2020-07-25,Naresh,6mm,0.82,WetMix,1387.82,1131.4,2020
2021-12-08,RK Traders,20mm,4.13,DryMix,2542.42,10493.37,2021
2021-11-14,Talangeni,40mm,6.01,DryMix,1818.83,10933.12,2021
2022-04-28,Naresh,6mm,2.67,WetMix,1500.53,4003.74,2022
2020-09-27,Ashok,20mm,6.65,DryMix,2721.82,18103.01,2020
2023-06-11,RK Traders,12mm,3.61,WetMix,1414.92,5111.74,2023
2024-08-06,Prasad Reddy,6mm,4.98,WetMix,1531.04,7617.62,2024
2022-08-26,Suresh,Dust,2.63,WetMix,1398.45,3677.45,2022
2020-05-31,Ashok,40mm,13.81,DryMix,1772.48,24473.13,2020
2022-12-14,Talangeni,20mm,2.33,DryMix,2911.35,6786.17,2022
2020-10-30,Suresh,Dust,2.63,WetMix,1239.66,3264.64,2020
2020-02-16,Suresh,Dust,5.59,WetMix,1168.16,6524.98,2020
2021-11-17,RK Traders,12mm,8.18,WetMix,1315.06,10753.92,2021
2024-03-16,Meghana,12mm,8.21,WetMix,1384.88,11375.78,2024
2021-03-15,Suresh,20mm,7.38,DryMix,2420.77,17871.54,2021
2022-08-06,RK Traders,Dust,2.3,WetMix,1252.06,2876.45,2022
2021-12-04,Naresh,6mm,1.62,WetMix,1287.23,2079.66,2021
2023-04-16,Prasad Reddy,40mm,2.92,DryMix,2098.57,6124.96,2023
2020-12-08,Ashok,Dust,7.44,WetMix,1191.51,8861.61,2020
2021-02-06,Ashok,6mm,8.26,WetMix,1395.49,11530.49,2021
2020-06-25,Ashok,20mm,5.65,DryMix,2667.33,15063.82,2020
2020-11-02,Ashok,6mm,5.94,WetMix,1310.17,7780.33,2020
2024-07-21,Meghana,40mm,5.62,DryMix,2131.58,11987.06,2024
2024-04-12,RK Traders,40mm,12.74,DryMix,2111.85,26897.54,2024
2022-12-02,Suresh,6mm,4.25,WetMix,1459.08,6197.53,2022
2024-08-28,Naresh,20mm,5.22,DryMix,3339.44,17420.83,2024
2022-01-29,Prasad Reddy,6mm,8.7,WetMix,1464.47,12734.76,2022
2022-06-22,Meghana,6mm,3.9,WetMix,1436.51,5603.27,2022
2021-05-06,Ashok,40mm,10.02,DryMix,1789.38,17921.03,2021
2022-12-03,Suresh,40mm,9.98,DryMix,1887.81,18848.4,2022
2024-04-14,Talangeni,6mm,9.95,WetMix,1778.49,17688.05,2024
2022-01-28,Suresh,40mm,1.42,DryMix,1980.83,2804.74,2022
2021-06-02,Meghana,12mm,7.8,WetMix,1193.44,9306.49,2021
2023-01-24,Talangeni,6mm,7.18,WetMix,1454.54,10439.52,2023
2020-02-19,Meghana,Dust,9.67,WetMix,1143.59,11061.7,2020
2022-12-25,Naresh,6mm,3.07,WetMix,1611.08,4945.25,2022
2024-11-25,Prasad Reddy,20mm,7.53,DryMix,2964.38,22333.12,2024
2022-12-24,RK Traders,12mm,1.46,WetMix,1263.05,1846.89,2022
2024-03-01,Meghana,40mm,15.8,DryMix,2050.56,32400.87,2024
2024-07-29,Ashok,Dust,4.96,WetMix,1540.57,7640.6,2024
2021-06-03,Talangeni,6mm,9.2,WetMix,1311.43,12068.46,2021
2022-11-24,RK Traders,20mm,4.24,DryMix,2824.33,11985.98,2022
2023-01-09,Prasad Reddy,12mm,3.04,WetMix,1474.96,4482.48,2023
2022-05-18,Prasad Reddy,20mm,9.68,DryMix,2967.92,28730.53,2022
2020-02-28,Prasad Reddy,40mm,1.17,DryMix,1878.6,2197.69,2020
2022-03-13,Meghana,20mm,13.46,DryMix,2957.65,39813.95,2022
2023-03-14,Talangeni,Dust,3.65,WetMix,1453.3,5311.39,2023
2020-01-18,Naresh,40mm,7.99,DryMix,1906.74,15236.71,2020
2020-11-27,Naresh,Dust,9.83,WetMix,1176.88,11572.96,2020
2023-05-03,Meghana,Dust,8.94,WetMix,1564.38,13988.98,2023
2021-11-07,Talangeni,20mm,3.85,DryMix,2409.84,9268.46,2021
2024-09-10,RK Traders,40mm,2.15,DryMix,2087.62,4494.05,2024
2022-07-15,Ashok,12mm,0.71,WetMix,1329.93,949.84,2022
2023-06-12,Ashok,40mm,1.64,DryMix,2315.76,3805.68,2023
2024-01-25,Suresh,20mm,3.2,DryMix,2969.0,9506.63,2024
2022-03-16,Talangeni,12mm,3.37,WetMix,1350.0,4549.39,2022
2021-04-12,Meghana,20mm,7.44,DryMix,2805.7,20875.86,2021
2024-07-09,RK Traders,12mm,2.35,WetMix,1500.2,3521.18,2024
2021-01-28,Meghana,12mm,3.41,WetMix,1332.44,4546.56,2021
2020-08-03,RK Traders,6mm,2.9,WetMix,1345.91,3901.59,2020
2023-08-03,Naresh,12mm,2.23,WetMix,1485.08,3314.79,2023
2021-05-07,Meghana,6mm,4.66,WetMix,1493.72,6959.51,2021
2021-02-02,Naresh,12mm,5.28,WetMix,1224.73,6468.17,2021
2021-07-05,Ashok,20mm,5.41,DryMix,2649.62,14333.9,2021
2021-12-10,RK Traders,40mm,6.23,DryMix,2014.11,12552.64,2021
2020-08-18,Ashok,20mm,2.06,DryMix,2672.67,5508.76,2020
2022-07-10,Meghana,Dust,1.24,WetMix,1261.53,1563.35,2022
2021-02-04,Naresh,6mm,4.04,WetMix,1532.61,6188.22,2021
2023-11-02,Suresh,Dust,8.25,WetMix,1395.73,11511.95,2023
2024-05-13,Meghana,Dust,6.03,WetMix,1651.43,9955.87,2024
2022-05-14,RK Traders,6mm,6.26,WetMix,1560.25,9772.22,2022
2024-09-21,RK Traders,Dust,9.57,WetMix,1588.26,15201.13,2024
2022-09-04,Prasad Reddy,20mm,8.75,DryMix,2926.86,25599.16,2022
2020-11-14,RK Traders,12mm,1.75,WetMix,1296.17,2267.83,2020
2023-09-27,Suresh,40mm,5.29,DryMix,2012.0,10637.89,2023
2022-04-09,Suresh,40mm,11.93,DryMix,1973.28,23543.08,2022
2023-01-07,Talangeni,6mm,7.06,WetMix,1493.15,10536.63,2023
2024-04-23,Suresh,20mm,10.39,DryMix,3155.69,32798.6,2024
2020-07-10,RK Traders,Dust,5.71,WetMix,1163.33,6639.85,2020
2022-01-04,RK Traders,20mm,3.83,DryMix,2882.33,11038.93,2022
2021-06-27,RK Traders,20mm,1.25,DryMix,2767.07,3448.28,2021
2022-09-09,Ashok,6mm,8.39,WetMix,1548.45,12997.19,2022
2023-05-11,RK Traders,12mm,15.88,WetMix,1369.38,21751.78,2023
2022-04-26,Suresh,Dust,7.41,WetMix,1302.97,9650.85,2022
2022-09-03,Meghana,Dust,2.01,WetMix,1400.11,2809.11,2022
2022-03-14,Ashok,Dust,9.18,WetMix,1395.3,12809.48,2022
2023-10-06,Naresh,Dust,3.14,WetMix,1515.52,4754.11,2023
2020-08-09,RK Traders,6mm,5.7,WetMix,1315.39,7494.57,2020
2020-05-30,Talangeni,20mm,3.16,DryMix,2649.44,8361.04,2020
2023-06-10,Meghana,Dust,5.04,WetMix,1333.31,6716.41,2023
2024-06-01,Prasad Reddy,6mm,3.56,WetMix,1857.73,6615.03,2024
2021-10-16,Ashok,Dust,8.49,WetMix,1305.97,11088.88,2021
2023-04-12,Talangeni,20mm,6.23,DryMix,2927.94,18227.18,2023
2021-11-13,Talangeni,12mm,4.14,WetMix,1375.12,5693.47,2021
2024-11-14,Naresh,Dust,2.33,WetMix,1510.28,3515.06,2024
2021-02-24,Talangeni,20mm,1.12,DryMix,2774.43,3105.42,2021
2021-05-10,Talangeni,12mm,11.55,WetMix,1302.08,15038.78,2021
2022-01-13,Ashok,40mm,2.56,DryMix,2192.53,5619.13,2022
2024-04-04,Talangeni,6mm,4.67,WetMix,1638.95,7652.12,2024
2024-02-22,RK Traders,Dust,6.34,WetMix,1550.77,9830.14,2024
2023-05-24,Prasad Reddy,12mm,13.45,WetMix,1342.09,18056.98,2023
2021-05-09,Prasad Reddy,Dust,10.18,WetMix,1243.33,12652.85,2021
2020-05-12,RK Traders,40mm,14.23,DryMix,1776.97,25287.5,2020
2024-07-13,Suresh,20mm,4.74,DryMix,3176.85,15071.12,2024
2023-11-17,Talangeni,6mm,5.59,WetMix,1545.34,8645.89,2023
2020-12-17,Prasad Reddy,6mm,2.18,WetMix,1277.07,2779.34,2020
2022-05-12,Naresh,Dust,1.63,WetMix,1314.13,2142.27,2022
2021-05-06,Meghana,6mm,7.84,WetMix,1349.15,10577.77,2021
2023-06-25,Ashok,40mm,10.07,DryMix,1932.3,19462.41,2023
2022-01-31,Suresh,20mm,6.57,DryMix,3087.93,20287.81,2022
2024-03-29,RK Traders,40mm,1.81,DryMix,2253.53,4087.43,2024
2021-11-09,Naresh,6mm,3.19,WetMix,1415.24,4516.96,2021
2021-10-15,RK Traders,6mm,5.73,WetMix,1419.62,8128.6,2021
2022-03-31,Meghana,6mm,5.66,WetMix,1455.49,8236.29,2022
2023-02-13,Naresh,Dust,2.17,WetMix,1468.49,3186.78,2023
2023-03-12,Ashok,6mm,13.42,WetMix,1704.68,22878.92,2023
2020-06-10,Suresh,40mm,6.23,DryMix,1897.72,11832.25,2020
2023-06-20,Meghana,40mm,9.35,DryMix,2080.92,19447.58,2023
2021-02-19,Suresh,12mm,4.02,WetMix,1360.77,5469.91,2021
2020-03-26,Ashok,12mm,13.1,WetMix,1150.41,15069.91,2020
2021-06-20,Ashok,Dust,6.03,WetMix,1321.07,7971.39,2021
2021-10-11,Prasad Reddy,12mm,4.92,WetMix,1243.65,6118.67,2021
2022-11-07,Ashok,12mm,7.85,WetMix,1270.9,9976.27,2022
2024-09-21,Suresh,6mm,6.47,WetMix,1728.03,11172.71,2024
2024-04-29,Prasad Reddy,12mm,13.63,WetMix,1420.1,19358.35,2024
2023-04-22,Meghana,40mm,2.99,DryMix,2031.45,6074.23,2023
2022-05-20,RK Traders,12mm,5.18,WetMix,1416.8,7337.29,2022
2023-08-29,Naresh,12mm,0.98,WetMix,1475.35,1451.13,2023
2021-08-27,Suresh,Dust,5.61,WetMix,1322.84,7420.62,2021
